Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,MA_5,MA_10,Price_Change,Volatility
2013-06-06,AXISBANK,EQ,1382.25,1379.0,1427.8,1368.25,1419.0,1418.1,1403.74,1443651,202651578265000.0,60454.0,388102.0,0.2688,1411.4399999999991,1435.7349999999985,0.025935973955507174,21.76023896922052
2019-11-28,AXISBANK,EQ,752.9,752.3,755.65,745.75,750.5,750.6,750.27,9235443,692904443265000.0,138405.0,3701638.0,0.4008,748.5199999999982,741.6399999999994,-0.0030548545623587664,9.298561716582475
2017-08-23,AXISBANK,EQ,499.2,505.0,505.8,500.15,501.6,502.65,502.23,3288488,165158978580000.0,56505.0,1699893.0,0.5169,496.83999999999935,493.759999999999,0.006911057692307709,4.611317598743828
2020-07-27,AXISBANK,EQ,445.6,447.0,448.0,429.9,431.9,431.55,434.54,21924614,952712471070000.0,239539.0,5904126.0,0.2693,452.62999999999727,440.85999999999996,-0.03153052064631956,17.99613152864652
2013-05-27,AXISBANK,EQ,1461.2,1460.0,1488.0,1445.0,1471.7,1478.15,1466.99,1015964,149040750170000.0,65765.0,380203.0,0.3742,1485.609999999999,1500.0099999999989,0.011600054749520972,29.768049146652892
2014-01-27,AXISBANK,EQ,1204.6,1176.0,1183.6,1155.0,1156.95,1161.1,1169.77,2175910,254530850930000.03,78378.0,920622.0,0.4231,1191.8199999999993,1180.6749999999984,-0.03611157230615969,20.683526053301552
2018-05-07,AXISBANK,EQ,520.3,523.75,537.9,523.0,536.1,536.1,531.8,6792091,361204295815000.0,88312.0,2845627.0,0.419,526.1699999999992,517.3249999999991,0.03036709590620812,8.213829800804039
2014-05-09,AXISBANK,EQ,1553.75,1555.9,1650.0,1547.75,1650.0,1629.0,1593.08,2265473,360907695980000.0,63776.0,557093.0,0.2459,1561.7900000000004,1544.6949999999986,0.04843121480289625,38.35373840967679
2017-07-05,AXISBANK,EQ,508.4,507.75,515.4,507.75,514.55,513.9,512.56,3154406,161682919080000.0,45895.0,1393508.0,0.4418,513.7999999999994,507.42499999999916,0.010818253343823692,3.7604853405570293
2016-05-25,AXISBANK,EQ,488.95,494.0,503.0,493.35,502.0,502.15,500.17,7144175,357328782680000.0,111562.0,4215430.0,0.5901,491.73999999999967,493.2799999999992,0.02699662542182235,6.050764414230354
2013-08-26,AXISBANK,EQ,981.5,990.0,994.35,929.35,931.0,934.1,952.72,3979027,379091815960000.0,125211.0,1664926.0,0.4184000000000001,968.8999999999994,1024.4249999999986,-0.04829342842587869,20.03762086670267
2020-01-15,AXISBANK,EQ,747.9,747.05,749.0,738.0,745.25,746.3,742.81,7911661,587686417340000.0,121234.0,3813166.0,0.482,742.8999999999976,738.7899999999998,-0.0021393234389625038,4.328250223482511
2015-11-26,AXISBANK,EQ,463.85,465.1,468.55,464.5,466.5,465.3,466.02,26648537,1241875216170000.0,153005.0,22817752.0,0.8562000000000001,462.94999999999993,470.0649999999997,0.003126010563759829,2.0009372794921445
2019-01-03,AXISBANK,EQ,620.05,621.4,622.0,603.65,609.0,607.95,611.77,13228602,809283425645000.0,212633.0,8198959.0,0.6198,620.0499999999987,620.6099999999992,-0.019514555277799994,7.483231253729849
2015-12-04,AXISBANK,EQ,462.5,459.9,462.8,456.1,462.05,460.5,459.83,7000002,321884318840000.0,110446.0,4090930.0,0.5844,462.6499999999999,463.59499999999963,-0.00432432432432428,3.805259517623094
2016-04-21,AXISBANK,EQ,459.1,463.8,472.75,463.0,465.85,467.95,469.02,11717618,549581908965000.0,179716.0,6532726.0,0.5575,449.3699999999997,438.21499999999924,0.019276846003049464,13.876626030718382
2020-01-13,AXISBANK,EQ,740.05,740.0,746.75,735.35,737.8,737.4,740.28,6423758,475534970900000.0,91988.0,2693541.0,0.4193,734.1099999999976,739.6499999999999,-0.003580839132490965,8.437075915093635
2015-10-07,AXISBANK,EQ,506.4,503.25,509.8,495.0,498.4,496.8,501.87,11251639,564689599635000.0,132063.0,6146637.0,0.5463,501.66999999999996,505.48999999999944,-0.018957345971563955,7.839052876245303
2013-12-18,AXISBANK,EQ,1256.1,1250.1,1305.0,1248.0,1286.0,1282.85,1280.16,2066127,264497464860000.0,55697.0,452630.0,0.2191,1257.5699999999993,1265.0649999999985,0.021296075153252048,16.348532044116485
2012-11-08,AXISBANK,EQ,1232.05,1216.0,1229.9,1211.45,1220.05,1222.5,1221.02,1257461,153537971745000.0,32283.0,333569.0,0.26530000000000004,1220.889999999999,1213.2299999999989,-0.007751308794285872,7.085672162747669
2020-02-12,AXISBANK,EQ,749.95,752.0,760.7,751.0,753.8,755.25,756.6,6190440,468370891005000.0,102021.0,2332473.0,0.3768,746.2799999999976,731.4149999999998,0.007067137809187107,7.268218488535727
2011-12-20,AXISBANK,EQ,849.05,857.7,857.7,808.85,819.05,820.3,821.36,3895799,319985826355000.0,109026.0,1342532.0,0.3446,896.3299999999996,944.6799999999985,-0.03386137447735704,60.841151780675396
2012-03-29,AXISBANK,EQ,1115.6,1098.15,1137.6,1095.2,1118.95,1122.05,1119.21,2738630,306511429425000.0,71029.0,879897.0,0.32130000000000003,1136.7299999999998,1169.039999999999,0.005781642165650913,25.66755247385092
2015-03-12,AXISBANK,EQ,583.85,587.5,593.5,582.7,583.6,584.1,587.15,4512080,264926013735000.0,77853.0,1628072.0,0.3608,592.3600000000001,603.3249999999996,0.0004281921726470017,14.02040477293113
2013-08-23,AXISBANK,EQ,969.65,978.5,990.85,953.25,980.35,981.5,972.47,3060736,297647939640000.0,87347.0,829166.0,0.27090000000000003,979.6799999999994,1039.5749999999985,0.012220904450059411,6.6849270749735625
2015-01-21,AXISBANK,EQ,551.4,553.0,556.8,545.55,546.4,547.25,550.41,4459351,245446874945000.0,67173.0,1575052.0,0.3532,531.2900000000002,515.8999999999995,-0.007526296699310819,17.56236743712795
2015-12-07,AXISBANK,EQ,460.5,462.95,465.55,460.3,461.15,462.3,462.04,6335649,292732519705000.0,88893.0,4265021.0,0.6731999999999999,461.2799999999999,463.8399999999996,0.003908794788273662,1.2657013851843788
2012-09-04,AXISBANK,EQ,977.6,981.0,984.9,966.85,977.5,978.3,975.88,2944049,287304941125000.0,80851.0,1275319.0,0.4332,995.8799999999994,1031.3849999999989,0.000716039279869074,19.176698099470407
2014-12-19,AXISBANK,EQ,487.95,496.9,496.9,488.3,489.5,490.25,491.91,3189647,156902924315000.0,37517.0,1191958.0,0.3737,480.36,485.03499999999957,0.004713597704682826,8.19606612934327
2020-03-02,AXISBANK,EQ,697.3,709.3,713.25,675.3,687.0,684.2,695.97,13854352,964218950835000.0,177926.0,6104436.0,0.4406000000000001,715.0999999999976,725.8349999999998,-0.018786748888570015,22.874795080983933
2011-11-29,AXISBANK,EQ,991.4,993.0,1001.7,965.25,973.0,975.8,985.2,1970083,194092223445000.0,59071.0,625813.0,0.3177,965.7599999999995,967.8699999999988,-0.015735323784547117,20.336217691567253
2014-12-05,AXISBANK,EQ,499.95,502.0,506.4,496.5,496.5,498.55,501.71,2798293,140394294559999.98,34749.0,687290.0,0.2456,495.94000000000017,484.9499999999995,-0.0028002800280026996,4.67204451997223
2020-01-21,AXISBANK,EQ,727.2,726.35,729.6,716.05,717.45,717.6,722.46,8242803,595509123505000.0,104303.0,2591331.0,0.3144,733.6599999999976,736.0999999999999,-0.01320132013201325,11.309420851531405
2019-07-08,AXISBANK,EQ,806.1,802.0,803.65,778.65,784.45,782.9,786.3,7485169,588556508445000.0,139420.0,4156714.0,0.5553,801.3299999999987,799.6349999999991,-0.02878054831906718,10.539188773201051
2015-03-02,AXISBANK,EQ,612.6,630.0,650.0,628.7,650.0,647.55,638.27,13205219,842846219040000.0,179078.0,3537827.0,0.2679,586.5200000000001,572.9699999999996,0.05705190989226239,42.05538907199434
2014-06-30,AXISBANK,EQ,1909.2,1932.0,1950.0,1911.0,1917.2,1918.85,1930.52,977483,188705145080000.0,25539.0,333750.0,0.34140000000000004,1918.6700000000008,1887.2549999999985,0.005054473077728883,7.828920742885741
2014-08-21,AXISBANK,EQ,394.2,394.8,402.15,393.1,398.2,398.65,399.11,4041960,161319970805000.0,59058.0,1082108.0,0.2677,392.64000000000016,384.7799999999992,0.011288685946220234,8.517144474315728
2014-07-01,AXISBANK,EQ,1918.85,1928.0,1935.4,1916.4,1925.0,1920.05,1925.77,827371,159332756240000.0,23580.0,340593.0,0.4117,1917.6800000000007,1895.2999999999986,0.0006253745733122429,7.10814673444391
2017-02-14,AXISBANK,EQ,490.3,490.3,491.45,482.1,486.3,486.9,485.87,4089031,198673675190000.0,60672.0,2169324.0,0.5305,487.7899999999994,487.95499999999913,-0.006934529879665585,1.9243180601058871
2019-05-15,AXISBANK,EQ,731.35,735.8,737.7,716.1,717.35,721.95,728.8,4849130,353403643545000.0,137346.0,2087259.0,0.4304,730.2899999999993,738.589999999999,-0.012852943187256383,4.927397893108665
2020-12-01,AXISBANK,EQ,601.6,611.0,615.0,596.2,603.85,603.65,602.41,21285697,1282275653490000.0,207151.0,8146207.0,0.3827,607.4599999999973,611.735,0.0034075797872339386,8.385582865653504
2020-11-19,AXISBANK,EQ,636.3,619.0,633.0,609.05,610.05,611.5,623.46,26525371,1653755260230000.0,239497.0,7936333.0,0.2992,620.0199999999971,599.885,-0.038975326104038865,11.783706971779857
2016-10-25,AXISBANK,EQ,521.55,520.9,531.5,520.1,530.5,529.1,526.97,7356952,387688062240000.0,75959.0,3278884.0,0.4457,530.4699999999993,527.4799999999993,0.01447608091266428,7.384493888994404
2019-03-06,AXISBANK,EQ,732.05,733.9,733.9,712.55,719.2,720.6,721.27,10510670,758098255320000.0,188198.0,4759503.0,0.4528,716.5599999999988,709.6249999999992,-0.015641008127860068,11.276047623037789
2016-03-10,AXISBANK,EQ,416.85,417.5,420.0,410.6,412.55,413.0,414.25,5631550,233286295360000.0,82892.0,2266675.0,0.4025,414.95999999999975,401.43499999999926,-0.009235936188077276,2.4342349920097304
2017-11-10,AXISBANK,EQ,540.4,534.95,548.95,532.45,547.25,544.8,541.56,9869691,534502786990000.0,83353.0,4958926.0,0.5024000000000001,538.3399999999995,530.6199999999992,0.008142116950407008,7.555081071478048
2018-06-01,AXISBANK,EQ,545.9,543.0,544.3,532.85,538.55,536.65,538.51,4061137,218695923035000.0,48366.0,1738262.0,0.428,543.6199999999992,536.1449999999991,-0.016944495328814813,4.503276584511363
2014-10-23,AXISBANK,EQ,424.45,427.0,427.0,423.0,423.3,423.75,424.42,629020,26696821280000.0,12315.0,289006.0,0.4595,418.14000000000004,403.49499999999955,-0.0016491930733890658,9.605363085090652
2011-08-24,AXISBANK,EQ,1083.55,1078.55,1114.4,1036.0,1036.0,1049.7,1079.4,2479119,267595505165000.0,80844.0,708478.0,0.2858,1072.6399999999987,1141.5649999999991,-0.03123990586498082,24.793028253894303
2021-03-05,AXISBANK,EQ,736.8,732.0,744.1,720.5,734.5,730.75,732.57,16358252,1198363938960000.0,208331.0,4674313.0,0.2857,736.2599999999975,736.155,-0.008211183496199759,10.345675424883387
2013-03-12,AXISBANK,EQ,1401.2,1399.0,1401.9,1378.0,1383.0,1384.75,1389.58,1019709,141696286220000.0,32688.0,382876.0,0.3755,1399.6799999999982,1387.834999999999,-0.011739937196688532,8.631381696911408
2013-04-12,AXISBANK,EQ,1252.15,1240.0,1277.0,1234.5,1257.6,1264.3,1258.64,1582245,199147989470000.0,77844.0,846568.0,0.535,1232.429999999998,1252.9949999999988,0.009703310306273139,28.109420129164704
2014-10-22,AXISBANK,EQ,423.05,427.0,427.9,419.75,424.6,424.45,423.9,2526798,107111376175000.0,31378.0,732855.0,0.29,412.12000000000006,399.0199999999996,0.0033093015010046134,13.748981780350508
2011-08-17,AXISBANK,EQ,1212.45,1207.25,1226.65,1167.15,1168.65,1169.8,1187.19,2164821,257005185615000.0,70034.0,1005727.0,0.4646,1210.4899999999986,1232.224999999999,-0.0351767083178689,28.417147112223105
2017-10-11,AXISBANK,EQ,514.55,519.9,523.3,509.4,514.7,515.75,518.14,6188165,320632437800000.0,71755.0,2933725.0,0.4741,508.1599999999994,508.36499999999916,0.002332134875133729,6.612525992124133
2019-04-10,AXISBANK,EQ,763.4,761.25,767.9,758.0,760.5,760.85,762.81,5933250,452593736590000.0,97354.0,2897970.0,0.4884000000000001,760.6399999999985,765.5649999999991,-0.0033403196227402843,3.4948891251456655
2011-07-01,AXISBANK,EQ,1289.55,1314.0,1315.0,1293.0,1312.0,1309.15,1303.13,855494,111481665405000.0,35806.0,344498.0,0.4027000000000001,1300.309999999999,1274.1049999999987,0.015199100461401382,8.41749665858621
